text	label
"People in the western world are getting smart, as they have started to wake up to the fact that their leaders have lied to them about Islam being a peaceful religion. This is from the so called religion of Peace and Love. This is directly from the Koran, it's all about intolerance and Conquest, there is no love and (peace) in the Koran. Koran 2:191 ""Slay the unbelievers whenever you find them."" Koran 3:28 ""Muslims must not take the infidels as friends."" Koran 3:85 ""Any religion other than Islam is not acceptable."" Koran 5:33 ""Maim and crucify the infidels if they criticize Islam"". Koran 8:12 ""Terrorize and behead those that believe in scriptures other than the Koran."" Koran 8:60 ""Muslims must muster all weapons to terrorize the infidels."" Koran 8:65 ""The unbelievers are stupid; urge all muslims to fight them."" Koran 9:5 ""When opportunity arises kill the infidels wherever you find them."" Koran 9:30 ""The Jews and Christians are perverts, fight them."" Koran 9:123 ""Make war on the infidels living in your neighborhood."" Koran 22:19 ""Punish the unbelievers with garments of fire, hooked iron rods, boiling water, melt their skin and bellies"". Koran 47:4 ""Do not hanker for peace with the infidels; behead them when you catch them. Just a few peaceful words from the Koran"	1
Covered or not, God sees the heart.	0
UKIP, obviously!	0
Only Syrians can save Syria.	0
The wealthy in any country have never, ever, liked to share their spoils, even with their own kind, and I think the rest of the global population are finding it increasingly hard to provide for themselves, let alone be expected to also subsidize, in any way, those even less fortunate. The wealthy are not creating enough decently paid jobs for their indigenous populations, let alone incomers, unless the talents required are in particularly short supply and therein lies the rub.	0
New teeth please !	1
Farooque Sicario Omar How come I got 7 Likes for my comment and you got none? Learn how to be normal and assimilate like other groups of people do.	1
Reading most posts here and other news sites, the vast majority have had enough of immigrants, probably why the lib dems and labour are imploding and UKIP are rising!	0
Send then back. Woman in Syria do fight in war, young strong men running to Europe!?!?! Trash... Pointing out Hungary from the situation, but not every European Christian country want radical Muslims community in their country... And one must respect this.	1
Y is this news????	0
"They do not represent The Swedish people. If one wants to make a serious investigation around this one has ro dig a little bit further deep. This is a Fascist party! They stand on the Fascistic ground. They are not interested in any solution concerning economi, school or The swedish wellfare-system. They do not care for critical voices. They dismiss Anyone who dosn't agree on their agenda. They cut reality in two. Either you're with them or else You are nothing to care about. Anyone who disagree is their worst enemy. They claim that there is such a thing like genuine Swedish people and culture to preserve against immigrants...Muslims of course and then other people who has a need to get away from warzones and so on. We are a lot of people who really makes a differense by welcoming other nationalities. We are concerned about anyone who is in need. The SD wants us to split our country! Remember that we have enough space in this country to alliow ""foreigners"" to live here. There's no need to fear others and their religion. Swedes are not particularly interested in Christian values and should not get afraid of some other beliefs. We will not let theese dangerous fascists ruel our country by Fear! I refuse to be manipulated by a populistic party. Next time, make Your research a better one. And please realize the fact that this kind of poltical outburst is crawling allover Europe! Sincerely Marie Rosén Stockholm Sweden"	1
I think we have and do gain massively from being multi racial,and multi cultural! I also think we gain from our relationships in Europe and should stay in the EEC. Britons are multi racial and multi cultural!! No your history! And I dont want to live in scapegoating fear ridden community that we are in dnager of becoming...	0
Not that The Empire was all bad. It brought order and civilization to large parts of the world. It was hardly a vale of tears and constant oppression. I work with two people from Zimbabwe. They can't stand anyone not raised in a western or commonwealth country because they lack core manners that were drilled into them as children, just simple things like giving up a seat for an old lady or forming an orderly queue. You could argue that their attitude towards non-westerners is racist really but it's cool because they're brown people so they're allowed to be racist.	0
